Date,Open,High,Low,Close,Volume
2020-01-02,25.816367257215166,25.931975455565098,25.220536474478614,25.48732566833496,6224900
2020-01-03,25.327248841369144,25.629610800958584,25.256104950654223,25.52289581298828,5442000
2020-01-06,25.407287456924575,25.67407833528749,25.211642169755173,25.611825942993164,6929600
2020-01-07,25.540676067823394,25.611819946154785,25.27388694813164,25.425067901611328,5882200
2020-01-08,25.53178549096496,25.54957188642393,25.273889541625977,25.273889541625977,7341600
2020-01-09,25.34503496839294,25.487322748308642,25.06935260683179,25.291677474975586,5725300
2020-01-10,25.256102557507884,25.407283522977426,25.10492159203834,25.220531463623047,4549300
2020-01-13,25.202745655994114,25.53178549096496,25.122708572632767,25.273889541625977,3796000
2020-01-14,25.193856915131054,25.709650601258453,25.193856915131054,25.64739990234375,6134700
2020-01-15,25.57625338077325,25.665183668474544,25.096030844908764,25.158283233642578,5676400
2020-01-16,25.202747072306263,25.45175153411303,24.909278315557348,24.971529006958008,5537500
2020-01-17,24.93595735833864,25.21163971252738,24.918170962273795,25.03377914428711,5614300
2020-01-21,25.07824541017791,25.398392061844604,24.95374233255921,25.264997482299805,7318200
2020-01-22,25.193858353102513,25.460647562594097,25.193858353102513,25.22943115234375,4821800
2020-01-23,25.229426783287984,25.451751651431785,25.0960305054384,25.291677474975586,3959600
2020-01-24,25.327249073769142,25.3539286691086,25.02488711140526,25.069353103637695,4642200
2020-01-27,24.855922215019667,25.353929470331547,24.686954831605124,25.19385528564453,4241700
2020-01-28,25.21164168309958,25.318356675421445,25.051567498412563,25.19385528564453,3323300
2020-01-29,25.247210388288472,25.256103586172895,24.375697350063877,24.411270141601562,4454300
2020-01-30,24.27787539910111,24.50909347005116,24.188946807062308,24.500200271606445,3938600
2020-01-31,24.366804140344165,24.411270129744675,23.7620802541297,23.88658332824707,6094400
2020-02-03,24.019977169728985,24.260088416539155,23.895475795621792,23.993297576904297,5321700
2020-02-04,24.073336503153293,24.553559033557907,24.037765406199693,24.357912063598633,5330300
2020-02-05,24.43794898663158,24.989315403416516,24.33123400028877,24.971529006958008,5243800
2020-02-06,25.104927026623276,25.17607092599781,24.81145822967779,24.944852828979492,5524100
2020-02-07,24.944851853994372,25.131605642680853,24.78477935881148,24.86481475830078,5952000
2020-02-10,24.900383801390642,25.202745740389567,24.855919508798344,25.024885177612305,4511200
2020-02-11,25.07824580510204,25.318355373582197,25.015993417210304,25.291677474975586,4096200
2020-02-12,25.345036369594297,25.647398342682287,25.282785674465163,25.51400375366211,4375600
2020-02-13,25.50505560822953,25.737570341376333,25.42456967345885,25.603425979614258,3682000
2020-02-14,25.4871758672761,25.674975291764575,25.111575312582303,25.245718002319336,4807900
2020-02-18,26.649749417157295,27.481436522034517,26.247321328347525,26.569263458251953,15999100
2020-02-19,26.801774399133308,27.00746165654018,26.274145058212078,26.417232513427734,7528100
2020-02-20,26.256260219875113,26.64974517216035,26.059516038015836,26.631860733032227,6187500
2020-02-21,26.64974657041699,27.293634172879287,26.631862130350505,27.105833053588867,9065300
2020-02-24,26.757060021733974,27.400945877145364,26.72128773246391,27.07006072998047,7668600
2020-02-25,27.15948871258689,27.204202366754117,26.461944449848787,26.53348731994629,7335200
2020-02-26,26.721288166031034,26.721288166031034,25.594488327207333,25.710744857788086,7565800
2020-02-27,25.531887983570044,26.20260309738414,25.335145497575933,25.361974716186523,8376600
2020-02-28,25.040031607880028,25.20100351255966,24.19940149772907,25.156288146972656,13513900
2020-03-02,25.433513690359696,26.551372041834693,25.290427957828214,26.542428970336914,11950800
2020-03-03,26.399346606148757,27.204204380760807,25.907487845312666,26.238374710083008,10566900
2020-03-04,26.542430688571276,27.696059695001516,26.515601472341146,27.687116622924805,9597800
2020-03-05,27.409891435203924,30.137467333604935,27.21314894352636,29.931781768798828,25208100
2020-03-06,29.261063644357773,29.502521476994698,28.178975786457077,28.6529483795166,14613600
2020-03-09,27.436721298305315,28.34889431021642,26.82860595703125,27.94646453857422,13149900
2020-03-10,27.991179093638387,29.28789577193445,27.883865621583897,29.153751373291016,16506300
2020-03-11,28.447256938394087,28.849684894442344,26.89119842243149,27.35622787475586,12935100
2020-03-12,25.576602165163308,27.168431536677918,25.37091661581067,26.0416316986084,15294000
2020-03-13,27.311523428310164,27.705008446042335,25.263605557309774,27.463550567626953,16518300
2020-03-16,26.22942901572209,29.699260684086088,25.934314471004836,27.81231689453125,24770300
2020-03-17,28.447263278775637,31.24638027605838,27.64240548157448,29.511465072631836,25167900
2020-03-18,30.092749027128992,32.94552239168926,29.07325931649362,30.32526206970215,25779400
2020-03-19,31.97075685244845,32.64147203117114,29.878125358376288,30.566726684570312,16699300
2020-03-20,30.62932219782753,30.62932219782753,27.749719381899993,28.41149139404297,21979200
2020-03-23,28.420436984496337,29.261067109303212,27.517207052493053,27.794435501098633,13199900
2020-03-24,28.170035135070332,28.331007037328273,26.309918597554677,26.96274757385254,13695000
2020-03-25,26.81965912879193,26.99851715908442,24.879056834699742,24.986371994018555,20521000
2020-03-26,25.040031696188038,26.09529044772779,24.440859440943438,25.93431854248047,18238900
2020-03-27,26.193660804146536,26.73917458420783,25.531887080883088,26.050573348999023,14993000
2020-03-30,26.828600889319805,27.150544645820926,26.041629347081688,26.515600204467773,12972800
2020-03-31,26.453003123667255,27.061118412487577,26.023745874752915,26.9359188079834,17225200
2020-04-01,27.09689115241006,28.420437000416598,26.67657694262958,27.27574920654297,17162600
2020-04-02,27.034288727535255,28.608233652067653,26.69446050444738,28.259462356567383,18951500
2020-04-03,28.268404890142065,29.368377190150166,28.259461817900135,28.87652015686035,14538900
2020-04-06,28.88546007245291,29.29683114061858,27.973288923910967,29.18057632446289,15549200
2020-04-07,28.134259727468958,29.064318746087718,27.33834508302078,28.491975784301758,16983100
2020-04-08,28.357836605796646,28.572466961507097,27.472492784929365,27.740779876708984,18720700
2020-04-09,27.12371382333065,27.99117125328239,26.837542370386423,27.77654266357422,17327700
2020-04-13,27.901752636497257,28.822867074096006,27.76760823368231,28.018009185791016,13509400
2020-04-14,28.661891969232208,28.948063479421617,28.232634703948094,28.697664260864258,13328100
2020-04-15,28.948060539555087,29.0553774035525,27.78548847104829,28.64400291442871,16203200
2020-04-16,28.661887478194792,29.18951675707595,28.4740880937031,28.572460174560547,14498700
2020-04-17,28.483034000320863,28.733434910283712,27.62451781310298,28.554576873779297,15774600
2020-04-20,28.706603987376408,29.171633517714564,28.38466190967177,28.554576873779297,11003100
2020-04-21,28.769201278686523,29.153744829622767,28.38465943346678,28.769201278686523,14815400
2020-04-22,28.912295325953107,29.16269455080442,28.688723614783413,28.8944091796875,9431900
2020-04-23,28.66188849194399,29.600888859047146,28.58140255125326,29.40414810180664,11731700
2020-04-24,29.52934927548329,29.609835220479386,29.037492238921935,29.475690841674805,9341400
